order_id,customer_age,order_value,product_category,discount_percent,used_coupon,product_rating,past_purchase_count,past_return_rate,delivery_delay_days,payment_method,shipping_method,device_type,session_length_minutes,num_product_views,returned
51064,25,3004.68,electronics,10.14,0,4.74,12,0.084,1,card,express,tablet,20.19,7,0
49325,46,841.1,sports,32.65,1,3.1,10,0.2558,1,cod,standard,mobile,20.82,3,1
58105,48,2835.95,home,12.42,0,4.01,8,0.2353,0,upi,express,mobile,16.35,4,0
14705,39,776.46,apparel,18.88,0,4.62,14,0.0306,0,card,standard,mobile,15.84,2,0
24114,31,901.16,apparel,8.58,0,3.15,7,0.2148,1,card,standard,mobile,3.76,0,0
59592,45,1174.87,sports,16.3,0,4.57,11,0.2413,0,netbanking,standard,mobile,32.85,9,0
48595,57,554.51,beauty,23.39,0,3.96,4,0.1395,0,wallet,standard,mobile,5.53,2,0
23429,36,4124.16,electronics,26.93,1,3.67,11,0.1348,1,upi,standard,tablet,15.43,1,0
66040,44,382.68,apparel,24.3,0,4.38,7,0.0903,0,card,express,mobile,6.52,1,0
26648,35,1579.75,sports,11.66,0,4.28,7,0.0977,1,card,standard,mobile,13.89,0,0
55327,42,3009.99,electronics,19.42,0,2.42,7,0.0575,0,card,express,mobile,2.33,0,0
66700,42,6447.87,electronics,9.96,1,2.65,5,0.111,1,card,express,mobile,27.45,6,0
51616,38,425.05,toys,12.15,0,3.8,11,0.165,2,cod,standard,mobile,7.11,0,0
68056,25,254.51,apparel,25.16,0,3.79,5,0.1514,4,upi,standard,mobile,3.37,0,0
49737,40,510.9,beauty,33.58,1,4.33,5,0.3159,2,upi,standard,mobile,15.74,4,0
42884,53,1932.46,home,22.06,1,3.98,8,0.043,0,wallet,standard,desktop,13.28,3,0
25418,44,383.13,home,16.07,0,3.74,10,0.1273,3,cod,standard,mobile,11.46,3,0
73814,33,504.89,home,7.75,0,3.54,9,0.2712,0,upi,standard,mobile,2.85,1,0
31852,18,297.03,apparel,6.56,0,2.97,6,0.246,1,upi,standard,tablet,16.0,5,0
65308,37,1235.1,home,9.39,0,3.91,7,0.3535,2,netbanking,standard,mobile,4.11,0,0
56455,50,424.39,apparel,11.2,0,2.95,8,0.0289,0,wallet,express,mobile,12.12,2,0
24879,43,357.12,toys,30.34,0,4.16,9,0.0919,4,netbanking,standard,tablet,6.27,1,0
73412,45,259.09,apparel,25.04,0,3.95,10,0.1272,2,netbanking,standard,mobile,16.4,1,0
54752,35,2492.34,home,18.53,0,3.77,5,0.3579,0,card,standard,mobile,13.29,2,0
31611,30,1857.01,home,11.65,0,3.45,12,0.0236,1,cod,express,desktop,7.14,1,0
67095,34,1952.23,electronics,13.31,0,4.78,10,0.247,0,cod,express,desktop,17.77,5,1
37497,64,3692.92,electronics,34.99,0,4.6,10,0.1423,3,cod,standard,desktop,12.35,1,0
63872,27,698.98,beauty,7.6,0,3.8,10,0.2911,0,upi,standard,mobile,22.56,5,0
77690,19,164.81,apparel,33.52,0,2.72,4,0.1104,1,upi,standard,mobile,7.4,2,0
65536,18,729.96,apparel,7.69,0,2.47,7,0.3155,0,card,express,mobile,8.13,0,1
44580,18,3460.14,electronics,37.53,1,4.32,9,0.2828,0,cod,express,mobile,5.22,1,0
70825,25,997.18,home,7.58,0,3.97,13,0.1026,3,upi,standard,mobile,4.49,0,0
16189,64,222.27,toys,15.05,0,2.41,7,0.1764,0,card,standard,mobile,17.83,2,0
26378,26,782.24,beauty,6.43,0,3.7,6,0.5056,4,netbanking,standard,mobile,8.16,0,1
18220,35,707.99,apparel,22.31,0,2.8,8,0.0918,0,netbanking,express,tablet,6.02,0,0
38748,51,482.28,apparel,20.07,0,2.97,8,0.294,0,cod,express,mobile,14.53,2,1
46440,61,4375.22,electronics,19.95,1,4.39,9,0.1944,3,wallet,standard,mobile,11.12,4,0
41470,24,603.05,sports,21.95,0,4.0,5,0.116,1,cod,standard,mobile,13.99,4,0
18728,44,456.17,apparel,18.17,1,4.15,6,0.2282,1,netbanking,standard,mobile,6.02,0,0
21689,34,468.43,toys,25.28,0,3.8,13,0.1336,3,wallet,standard,mobile,3.96,3,0
75062,22,865.26,sports,13.92,0,2.83,6,0.0813,1,upi,standard,desktop,8.57,2,0
7193,32,1023.56,home,8.51,1,4.66,7,0.2403,1,netbanking,express,mobile,13.02,5,0
36165,32,638.15,toys,5.8,0,4.81,4,0.1971,2,upi,standard,desktop,8.44,1,0
49125,35,483.11,apparel,8.54,1,4.01,8,0.2608,0,cod,standard,desktop,14.15,1,0
19019,18,292.01,apparel,27.68,0,4.74,11,0.3595,0,wallet,express,desktop,7.81,1,0
27663,24,521.5,toys,19.95,0,2.51,12,0.1949,0,upi,standard,mobile,4.71,1,0
18787,38,1284.56,beauty,10.48,0,2.69,9,0.3366,0,wallet,express,mobile,21.57,4,1
29934,56,686.98,sports,38.84,1,4.54,11,0.5519,0,upi,standard,mobile,8.17,1,1
56125,28,1145.56,home,12.3,0,4.82,5,0.1064,1,upi,standard,tablet,13.69,3,0
22676,45,10219.18,electronics,2.15,0,3.82,7,0.3071,2,card,standard,mobile,11.28,2,0
40020,18,4992.25,electronics,2.26,0,4.63,7,0.1674,3,cod,standard,mobile,5.92,0,0
71993,31,588.37,beauty,25.97,0,4.33,10,0.0801,0,cod,standard,tablet,3.97,0,0
36415,44,11492.08,electronics,44.17,1,3.18,7,0.2583,0,netbanking,express,tablet,19.56,3,1
22398,44,951.47,sports,32.79,0,2.83,10,0.3036,1,upi,standard,mobile,7.81,1,1
70530,37,764.14,home,9.23,0,3.38,5,0.0712,2,upi,standard,desktop,10.77,0,0
4847,51,770.87,apparel,13.28,0,3.28,4,0.0509,2,upi,standard,desktop,23.12,3,0
12470,34,257.38,apparel,26.15,0,4.06,14,0.1833,3,netbanking,standard,tablet,6.17,0,0
55363,30,358.72,toys,10.61,1,4.82,6,0.1048,1,netbanking,express,mobile,9.13,3,0
70700,21,811.81,home,4.28,0,3.18,7,0.1188,1,cod,express,mobile,10.29,0,0
51812,26,547.71,toys,44.82,0,3.76,3,0.0212,0,card,standard,desktop,14.95,4,0
26638,18,162.45,toys,6.23,0,3.89,6,0.2073,3,cod,standard,desktop,37.1,6,1
39522,58,1493.24,home,26.36,0,3.39,5,0.1091,0,upi,express,desktop,11.42,2,0
61698,43,427.96,apparel,43.98,1,3.62,10,0.1452,0,card,express,mobile,15.57,4,0
75908,18,5199.63,electronics,44.25,0,2.41,4,0.181,0,netbanking,express,desktop,7.52,0,0
51638,42,1653.07,home,30.92,0,4.32,11,0.2884,0,card,standard,desktop,12.35,1,0
37584,43,463.52,apparel,20.76,0,4.37,7,0.1793,3,wallet,standard,mobile,14.63,1,1
62604,34,763.07,apparel,43.32,0,3.98,5,0.1314,1,card,standard,desktop,16.05,2,1
25316,45,3769.72,electronics,28.42,0,2.62,7,0.1043,0,upi,express,desktop,9.14,1,0
33004,33,5701.13,electronics,8.27,0,1.99,10,0.1236,0,card,standard,mobile,13.91,1,0
25748,40,259.9,toys,12.07,1,3.73,8,0.0663,2,card,standard,mobile,10.95,2,0
37230,50,1109.73,sports,28.51,1,2.71,6,0.1457,0,netbanking,express,mobile,2.35,0,0
18851,27,2908.82,electronics,23.01,0,4.02,10,0.189,1,upi,express,desktop,9.08,2,0
27298,23,552.93,apparel,33.39,0,4.35,8,0.1087,0,cod,standard,mobile,28.73,6,0
62894,23,732.27,beauty,35.95,1,2.72,7,0.3483,0,card,standard,desktop,10.29,1,1
60713,56,441.99,beauty,25.56,1,4.6,11,0.166,2,cod,standard,mobile,9.84,1,0
44455,34,663.67,apparel,9.84,0,3.69,12,0.1183,0,upi,express,desktop,9.45,1,0
69271,44,4191.21,home,16.5,0,4.38,5,0.1691,0,upi,standard,mobile,10.93,3,0
24914,19,428.73,beauty,21.89,1,3.37,2,0.2284,1,netbanking,standard,mobile,5.2,2,0
72872,44,643.51,toys,24.11,1,4.19,8,0.3404,0,card,standard,mobile,5.38,0,0
1363,19,1489.5,beauty,31.42,1,2.58,8,0.1682,1,card,standard,desktop,9.33,3,1
18693,30,700.13,beauty,16.76,1,4.03,10,0.1044,1,card,standard,tablet,5.21,1,0
40170,37,215.26,apparel,5.45,0,3.33,6,0.2993,0,upi,standard,mobile,14.03,3,0
55442,27,518.59,beauty,8.33,0,4.4,12,0.3449,2,netbanking,standard,mobile,14.1,4,0
8198,48,1736.44,apparel,33.76,0,4.41,5,0.3087,2,card,standard,mobile,11.88,2,0
65948,45,950.88,sports,32.57,0,4.48,9,0.308,1,upi,standard,desktop,4.32,1,0
62473,37,8009.86,electronics,7.34,0,3.98,7,0.1103,0,cod,express,mobile,18.66,5,0
64866,30,817.72,beauty,8.84,0,2.71,11,0.053,2,netbanking,standard,mobile,3.83,1,0
2376,18,987.38,apparel,28.31,1,3.81,12,0.2257,2,upi,standard,mobile,15.23,5,0
18394,41,551.02,toys,29.43,1,3.86,9,0.3273,0,upi,standard,mobile,11.46,6,0
76172,31,1197.09,sports,16.48,0,3.15,10,0.0094,1,wallet,standard,tablet,10.34,1,0
31019,42,909.71,beauty,10.9,0,3.69,8,0.4125,1,card,standard,mobile,6.02,0,0
2363,39,6655.07,home,6.63,0,3.83,10,0.5753,1,card,standard,mobile,4.72,3,0
34003,35,1235.08,apparel,19.99,1,3.8,6,0.0933,0,wallet,express,mobile,4.81,1,0
44711,41,681.66,toys,13.46,0,3.86,6,0.107,1,upi,standard,desktop,11.05,1,0
61304,42,650.74,home,30.36,0,4.22,8,0.3329,1,card,standard,mobile,4.63,1,0
50235,18,346.48,apparel,10.89,0,4.58,4,0.0616,0,card,standard,mobile,13.93,1,0
18368,41,1356.03,home,24.09,1,3.62,5,0.1152,2,card,standard,mobile,9.09,2,0
2221,66,2394.91,electronics,20.76,0,3.76,6,0.1229,1,wallet,standard,mobile,6.83,3,0
36147,35,382.47,beauty,13.86,0,3.99,6,0.187,1,cod,standard,desktop,6.63,2,0
6061,35,838.46,beauty,13.5,0,4.38,9,0.1199,1,upi,standard,mobile,4.16,0,0
24495,23,879.58,beauty,6.8,0,4.79,6,0.1512,1,card,standard,desktop,10.12,0,0
8709,54,474.01,apparel,28.89,0,3.33,14,0.355,1,cod,standard,desktop,7.47,1,1
39556,22,601.38,beauty,24.58,0,3.6,12,0.0838,1,netbanking,standard,desktop,12.52,3,0
68545,30,1229.53,beauty,16.16,1,4.25,8,0.1839,2,wallet,standard,mobile,8.95,2,0
47999,57,1072.19,home,26.97,1,4.28,6,0.5514,1,card,express,mobile,11.24,2,1
64073,40,594.67,apparel,25.18,0,3.65,8,0.1246,3,upi,standard,desktop,15.65,0,0
50049,49,1587.64,home,26.29,0,3.63,7,0.1106,1,wallet,standard,mobile,3.6,2,0
53576,38,479.1,beauty,30.29,0,4.29,7,0.0874,2,wallet,standard,desktop,7.62,2,0
10040,53,1233.01,home,19.75,0,4.28,11,0.4613,2,wallet,standard,mobile,10.8,2,1
11116,48,3459.19,home,18.32,0,4.31,6,0.544,0,card,standard,mobile,8.0,1,1
55839,52,1487.58,sports,8.52,0,3.49,13,0.2819,0,card,express,desktop,12.55,1,0
76642,20,1549.38,sports,20.22,1,4.18,10,0.3739,2,upi,standard,mobile,11.71,0,0
66766,30,804.16,sports,13.97,1,4.13,6,0.2852,1,netbanking,standard,mobile,7.2,1,0
65020,18,246.88,apparel,4.51,1,4.09,10,0.2901,2,cod,standard,desktop,3.37,0,0
43698,46,1117.19,sports,15.68,0,4.76,12,0.0779,1,card,standard,desktop,10.52,0,0
28551,40,466.34,apparel,2.67,1,4.59,8,0.4205,1,upi,standard,desktop,8.12,1,0
17656,18,557.25,beauty,2.03,0,2.76,8,0.445,0,netbanking,express,tablet,7.86,2,1
60224,18,2188.09,sports,16.54,1,3.66,13,0.0776,0,upi,express,mobile,8.69,1,0
10685,47,402.02,beauty,1.5,0,4.3,7,0.2758,0,cod,express,mobile,24.34,1,0
5173,41,613.54,sports,7.81,0,3.8,8,0.1741,1,card,standard,desktop,4.57,3,0
78059,46,501.94,toys,7.04,1,3.36,4,0.2538,0,upi,standard,desktop,9.29,2,0
29116,38,1978.67,sports,31.74,0,4.46,10,0.1309,2,card,standard,desktop,24.38,3,0
6452,27,5642.21,electronics,22.06,0,4.78,8,0.2337,2,upi,standard,mobile,2.02,2,0
49579,29,3414.13,electronics,29.86,1,4.52,9,0.2714,1,upi,standard,mobile,11.22,2,0
31952,38,1297.73,electronics,20.42,0,3.39,9,0.0977,4,card,standard,mobile,4.71,1,0
56368,65,4106.77,electronics,45.25,1,4.01,9,0.2612,2,upi,standard,mobile,35.37,8,0
45802,18,687.96,sports,11.4,0,4.14,9,0.2201,0,netbanking,express,mobile,7.9,0,0
19171,39,438.3,sports,10.89,0,3.81,7,0.2302,0,cod,express,desktop,4.45,1,0
61731,22,478.83,apparel,17.35,0,4.77,15,0.1953,0,upi,standard,mobile,5.12,1,1
47926,22,12136.43,electronics,14.51,0,4.11,10,0.3521,2,card,standard,mobile,10.41,0,0
8618,24,511.99,beauty,17.84,1,2.86,7,0.1736,1,card,express,mobile,19.42,2,0
42844,37,1007.28,beauty,42.38,0,4.81,6,0.145,1,wallet,standard,mobile,7.44,5,0
64985,25,412.57,home,47.89,0,3.6,8,0.3857,1,card,standard,mobile,8.46,2,1
76168,55,698.26,apparel,14.74,0,2.87,9,0.1051,1,card,standard,mobile,14.8,2,0
56843,34,247.44,toys,1.41,0,4.19,8,0.1069,1,card,standard,desktop,7.01,2,0
25985,40,535.07,apparel,19.69,0,2.72,6,0.18,2,wallet,standard,desktop,13.84,4,0
15531,30,601.05,toys,30.66,0,3.98,10,0.1661,0,card,express,mobile,2.47,0,0
43300,42,1633.47,home,7.0,0,3.41,8,0.235,1,card,standard,desktop,6.89,4,0
27093,55,191.08,toys,15.96,1,2.87,5,0.3873,0,cod,standard,desktop,4.28,0,0
50986,20,1509.11,home,15.43,0,3.39,12,0.1426,1,cod,standard,desktop,14.41,4,0
18419,36,924.77,sports,34.2,0,3.98,10,0.317,1,netbanking,standard,mobile,9.18,2,0
22275,27,199.02,apparel,12.44,0,3.32,9,0.1774,1,cod,express,desktop,22.73,2,0
23414,32,3862.39,electronics,22.59,1,3.07,12,0.4723,1,card,express,mobile,3.4,0,1
50781,44,7932.99,electronics,4.81,0,2.54,9,0.035,2,card,standard,mobile,5.23,0,0
110,30,288.76,toys,9.75,0,4.3,7,0.128,4,cod,standard,mobile,2.23,0,0
53526,49,1508.72,beauty,21.29,0,3.42,6,0.2573,0,cod,standard,mobile,4.43,0,0
8036,40,1044.55,sports,16.18,0,4.78,10,0.1967,0,upi,express,mobile,9.56,1,0
19673,43,557.25,toys,16.65,1,4.63,8,0.2995,2,wallet,standard,mobile,9.27,0,0
73433,33,1989.87,home,22.85,0,3.36,13,0.3329,1,upi,express,mobile,6.87,1,0
76836,47,534.36,beauty,11.48,1,3.4,11,0.2177,1,upi,standard,mobile,20.93,2,1
74124,27,4030.88,electronics,6.85,1,2.82,13,0.1837,1,wallet,standard,desktop,15.97,4,0
56830,39,5656.4,electronics,22.36,0,3.61,8,0.1183,1,cod,standard,mobile,5.33,0,0
75880,18,418.69,beauty,12.03,0,2.39,13,0.0698,5,card,standard,desktop,6.27,1,0
42211,44,502.2,beauty,4.78,0,4.23,10,0.2846,1,cod,standard,mobile,13.65,1,0
67764,50,1407.89,home,7.22,0,3.72,6,0.1539,1,cod,standard,desktop,2.8,1,0
14922,35,1472.92,sports,5.67,0,4.22,9,0.1793,2,cod,standard,mobile,6.46,0,0
73518,26,2119.71,home,12.41,0,4.12,9,0.0922,0,upi,express,desktop,6.92,0,0
21077,36,4403.0,electronics,21.85,0,4.17,10,0.1527,1,cod,express,mobile,4.67,3,0
58991,43,471.8,toys,5.0,0,2.8,11,0.1611,2,upi,standard,mobile,9.02,1,0
19182,50,786.11,home,29.54,0,2.68,8,0.2513,1,cod,standard,mobile,6.1,3,0
79433,37,245.56,beauty,42.93,1,3.64,8,0.2361,2,netbanking,standard,mobile,5.91,1,0
44344,53,10811.12,electronics,13.73,0,3.23,8,0.3898,1,upi,standard,tablet,5.97,1,0
8954,49,358.94,toys,21.02,0,2.84,1,0.2907,0,upi,express,mobile,9.76,3,0
66891,55,386.46,beauty,2.55,0,4.45,21,0.1299,0,upi,standard,mobile,4.13,2,0
21131,26,722.35,sports,22.01,0,2.85,8,0.289,1,wallet,standard,mobile,11.83,0,0
78574,23,344.55,apparel,16.56,0,3.73,6,0.1039,0,card,express,mobile,14.69,4,0
49741,61,4962.87,electronics,28.3,0,4.65,5,0.1762,5,upi,standard,mobile,8.03,3,0
78837,32,2732.96,electronics,15.84,0,4.82,7,0.1222,0,upi,standard,desktop,15.8,1,0
43266,70,613.98,toys,11.91,0,3.42,11,0.0782,0,upi,express,mobile,10.51,2,0
33944,21,1576.4,home,25.27,0,4.25,4,0.0766,2,cod,standard,tablet,13.93,3,0
65059,35,1182.56,sports,38.35,1,4.67,9,0.1354,2,wallet,standard,desktop,17.88,7,0
7717,51,2436.47,home,7.28,1,4.5,9,0.1309,0,card,standard,desktop,3.9,0,0
64279,21,1164.27,apparel,13.83,0,4.26,7,0.1849,1,cod,standard,mobile,13.51,3,0
64334,31,1828.1,electronics,16.3,0,3.36,5,0.0443,1,upi,standard,desktop,9.64,1,0
15522,25,621.08,beauty,16.38,0,4.87,10,0.2107,0,card,standard,mobile,12.64,2,0
30294,40,3242.15,electronics,20.6,0,4.42,11,0.0165,0,cod,express,mobile,7.6,1,0
11760,52,656.87,home,29.14,1,3.36,7,0.0949,1,wallet,standard,mobile,3.34,1,0
53391,55,565.64,home,18.97,0,3.95,5,0.1887,1,cod,express,tablet,7.21,0,0
47244,39,347.36,apparel,22.44,0,2.74,7,0.3824,1,card,standard,mobile,5.66,1,1
55805,24,459.08,apparel,22.1,0,3.99,11,0.2331,0,upi,standard,mobile,6.21,2,0
63903,55,4089.28,electronics,26.97,0,2.81,3,0.4047,0,card,standard,mobile,4.84,1,0
61242,38,2875.9,electronics,20.33,1,3.88,8,0.3565,1,cod,standard,desktop,18.75,2,0
75754,41,331.48,apparel,3.58,0,2.97,16,0.2221,3,upi,standard,tablet,2.7,2,0
28333,46,181.1,toys,37.55,1,3.72,11,0.2214,0,upi,express,tablet,13.5,1,1
74410,26,1466.8,electronics,16.69,1,3.19,6,0.1197,1,upi,standard,mobile,9.99,2,0
38056,45,4741.94,electronics,16.57,0,3.53,9,0.1062,1,card,standard,mobile,6.71,0,0
57578,40,544.87,sports,40.98,0,4.17,9,0.273,3,upi,standard,desktop,4.75,0,0
9843,18,1361.81,apparel,11.78,0,4.08,5,0.0709,0,upi,express,mobile,8.58,3,0
25954,42,4837.3,electronics,14.28,1,2.73,10,0.3485,3,card,standard,mobile,10.94,2,1
65656,44,348.8,beauty,27.01,0,3.77,13,0.2404,0,upi,standard,mobile,24.91,3,0
60223,31,387.54,apparel,3.8,0,2.71,3,0.0249,0,netbanking,express,mobile,2.13,0,0
22854,20,5674.1,electronics,6.89,0,2.53,9,0.0593,1,card,standard,mobile,4.03,0,0
69600,35,2814.45,electronics,33.28,0,4.16,12,0.2443,2,upi,express,mobile,6.42,0,0
69063,30,1679.91,beauty,6.29,0,4.78,9,0.0529,0,wallet,standard,mobile,12.87,0,0
75169,45,662.54,apparel,7.05,1,4.09,6,0.1521,2,card,standard,desktop,3.86,0,0
59536,48,2678.46,electronics,33.24,0,4.04,7,0.3409,0,cod,standard,desktop,14.38,1,0
17988,38,9616.2,electronics,19.25,0,3.53,8,0.27,2,upi,standard,tablet,9.79,0,0
34686,58,634.94,apparel,7.27,0,4.14,6,0.1602,0,cod,express,mobile,9.0,1,0
74293,45,580.08,apparel,29.06,0,4.45,12,0.2003,1,wallet,standard,mobile,2.76,1,0
68108,20,745.94,toys,14.2,0,3.46,10,0.3257,2,upi,standard,mobile,12.04,2,0
68220,27,613.11,beauty,18.8,1,3.45,7,0.2637,2,cod,standard,mobile,8.9,1,0
74414,41,628.77,apparel,14.34,0,3.87,9,0.3737,1,wallet,standard,mobile,9.67,1,0
47324,27,6356.23,electronics,23.83,0,4.97,6,0.2005,3,upi,standard,mobile,10.13,0,0
20434,43,1080.51,sports,21.36,0,4.53,12,0.2344,1,card,standard,mobile,9.28,2,0
76335,40,2221.4,home,17.08,0,4.14,4,0.2923,2,card,standard,mobile,18.36,3,0
38962,44,1202.12,home,22.92,0,3.18,2,0.1596,2,upi,express,mobile,41.39,7,0
13713,31,217.37,toys,38.39,1,3.5,10,0.1803,0,upi,standard,desktop,7.12,2,0
40171,23,4485.0,electronics,23.13,0,4.87,11,0.2016,1,card,standard,mobile,13.53,3,0
9074,37,856.86,beauty,1.22,0,4.44,12,0.0307,1,wallet,standard,mobile,9.55,5,0
47989,41,771.65,sports,17.11,0,3.93,4,0.3035,0,netbanking,standard,mobile,3.86,2,0
3137,34,888.14,sports,12.82,1,4.34,8,0.0782,1,upi,standard,desktop,31.67,8,0
45191,23,3171.15,sports,32.66,0,4.73,7,0.1711,0,wallet,express,mobile,4.04,1,0
10991,42,483.44,beauty,9.82,0,2.77,10,0.0975,0,card,standard,mobile,21.99,6,0
7973,56,569.05,home,21.33,0,4.5,13,0.247,1,cod,standard,mobile,4.11,1,0
36658,58,413.44,beauty,8.97,0,4.2,9,0.2107,0,cod,express,desktop,13.06,4,1
5330,24,2979.68,electronics,19.41,1,4.06,13,0.0813,4,cod,standard,desktop,4.53,1,0
8415,42,611.29,apparel,18.69,0,4.29,12,0.3134,1,upi,express,mobile,9.98,1,0
77346,56,392.78,beauty,16.41,0,4.13,11,0.0345,0,cod,express,desktop,25.29,4,0
57676,18,994.68,home,45.9,1,2.97,6,0.1087,0,upi,standard,mobile,6.03,0,0
74612,34,477.81,beauty,2.45,0,4.94,8,0.6007,1,wallet,standard,desktop,10.9,0,0
14609,39,504.22,beauty,26.19,0,4.06,11,0.152,0,card,express,mobile,6.15,0,0
6677,32,4128.6,electronics,27.35,0,4.71,7,0.285,1,upi,standard,desktop,8.36,1,0
57723,33,1577.87,sports,16.91,1,4.34,6,0.2899,0,upi,standard,mobile,9.38,2,0
51520,37,870.21,beauty,22.8,0,4.08,7,0.587,1,cod,standard,desktop,5.58,0,1
25530,58,479.27,apparel,18.45,0,4.28,10,0.0789,1,netbanking,standard,mobile,7.89,1,0
28057,55,542.8,apparel,26.4,0,3.7,5,0.2497,0,cod,standard,mobile,11.17,0,1
20666,43,1501.76,sports,12.24,0,3.37,10,0.108,0,upi,standard,mobile,18.24,3,0
40998,28,532.28,apparel,35.4,0,3.2,5,0.2747,0,netbanking,standard,mobile,12.12,3,1
33042,35,1495.52,home,10.69,0,2.37,5,0.2489,2,cod,standard,mobile,20.01,3,0
15404,54,604.45,beauty,34.76,1,4.78,6,0.0769,2,upi,standard,mobile,12.3,3,0
75826,54,8754.26,electronics,43.06,0,4.24,6,0.1242,1,upi,standard,mobile,6.67,1,0
4096,33,6420.53,electronics,20.17,1,2.04,8,0.0677,0,cod,express,mobile,17.78,4,0
65202,29,1208.28,home,7.13,0,4.06,9,0.1587,1,wallet,standard,mobile,3.97,1,0
11344,47,332.5,apparel,12.48,0,3.86,7,0.0841,2,netbanking,standard,mobile,19.06,3,0
18334,40,570.66,toys,21.69,0,2.7,10,0.1559,1,cod,standard,desktop,12.75,2,0
69685,30,576.1,apparel,19.91,1,4.34,4,0.045,5,card,standard,desktop,17.13,2,0
47169,45,516.59,beauty,1.82,1,2.73,9,0.3901,1,upi,standard,desktop,2.27,1,0
63670,35,440.22,beauty,18.11,0,3.45,7,0.0742,1,upi,standard,desktop,5.55,1,0
60966,51,346.08,apparel,22.3,0,3.61,6,0.2751,0,card,express,mobile,14.77,0,0
72509,46,486.42,sports,8.2,0,4.42,5,0.1312,2,cod,standard,mobile,2.13,0,0
17283,36,184.27,toys,15.43,0,3.53,11,0.3803,1,card,standard,mobile,7.69,3,1
50302,19,476.88,home,23.16,0,3.45,12,0.3759,0,cod,express,mobile,7.62,0,1
65809,50,919.79,apparel,28.46,0,3.77,13,0.4526,1,cod,standard,desktop,6.77,1,1
35542,52,2012.09,home,33.52,1,3.09,5,0.1907,1,card,standard,mobile,12.6,2,0
13645,37,656.37,apparel,11.31,0,2.66,7,0.0773,2,card,standard,mobile,8.49,4,0
57686,34,1546.91,sports,16.99,0,2.81,7,0.1903,0,upi,standard,mobile,27.59,4,0
6080,50,689.23,sports,49.75,1,3.66,11,0.092,0,upi,express,mobile,15.96,1,0
43996,53,781.84,toys,25.0,0,3.71,8,0.0666,2,card,standard,mobile,13.47,3,0
4497,23,3986.72,home,9.56,0,4.37,8,0.1545,2,wallet,standard,mobile,3.75,0,0
55090,32,778.6,apparel,9.44,0,4.52,7,0.2214,0,upi,standard,tablet,14.3,0,0
54219,42,770.4,sports,7.81,0,4.69,8,0.2704,3,wallet,standard,mobile,8.42,1,1
64056,29,1750.8,electronics,38.06,0,3.61,9,0.0726,1,upi,standard,mobile,5.02,1,0
43947,42,1553.01,sports,14.74,0,4.52,9,0.237,1,wallet,standard,mobile,6.95,2,0
66522,40,5822.31,electronics,14.63,0,4.74,7,0.1411,1,card,express,mobile,9.48,0,0
17064,34,1594.99,home,32.63,0,4.08,4,0.2555,0,upi,standard,desktop,6.86,1,0
37267,56,363.08,apparel,26.26,0,4.27,9,0.1905,1,cod,standard,mobile,5.1,2,0
16867,56,4411.12,electronics,9.36,1,4.66,7,0.1025,3,cod,standard,mobile,6.51,1,0
78362,30,255.33,toys,19.07,0,2.98,5,0.3029,1,upi,express,desktop,13.57,2,0
27671,41,5865.7,electronics,30.13,0,4.68,8,0.2395,1,upi,standard,mobile,6.63,3,0
22603,34,3867.39,electronics,36.7,0,3.35,9,0.2096,2,upi,standard,desktop,4.53,2,0
31767,34,622.28,home,41.85,0,3.93,7,0.2494,1,card,standard,mobile,15.96,4,1
5788,21,1069.05,sports,20.88,0,3.11,5,0.1576,1,cod,standard,desktop,7.38,0,0
12558,28,2725.25,electronics,4.72,0,3.07,12,0.1372,0,card,standard,desktop,4.15,0,0
67690,33,194.41,toys,18.75,0,3.92,6,0.1071,0,cod,standard,mobile,12.79,1,0
38077,27,1327.53,home,3.28,0,4.21,8,0.2712,0,card,standard,mobile,11.56,3,0
36273,56,614.15,toys,18.84,0,3.54,3,0.1226,0,cod,express,mobile,3.88,0,0
19578,37,712.31,beauty,13.63,0,4.43,5,0.0501,0,cod,express,desktop,6.07,2,0
76661,46,326.1,beauty,50.15,0,2.52,7,0.2033,0,netbanking,express,mobile,8.37,0,0
31209,55,806.88,apparel,34.5,0,3.99,5,0.1795,1,upi,express,desktop,16.1,0,0
26892,31,657.6,apparel,9.48,0,3.52,7,0.0805,0,cod,standard,mobile,15.5,2,0
6427,39,942.45,apparel,39.69,1,4.23,5,0.2928,1,upi,standard,mobile,8.43,3,0
70775,32,4463.12,electronics,22.84,0,4.47,8,0.0965,2,card,standard,mobile,2.06,0,0
3851,18,5731.78,electronics,8.44,0,4.51,8,0.083,0,upi,standard,mobile,8.12,2,0
74019,37,1513.72,beauty,14.09,0,4.56,6,0.1642,0,wallet,standard,tablet,10.26,3,0
20150,56,383.94,toys,43.94,0,3.12,10,0.3912,0,cod,express,mobile,2.83,0,1
35779,26,1298.8,home,29.12,0,4.35,11,0.3201,2,upi,standard,desktop,6.68,0,0
61549,18,934.19,apparel,2.52,0,4.74,10,0.4754,2,upi,standard,mobile,10.09,1,1
39778,35,518.92,toys,6.22,0,3.04,4,0.4562,0,card,standard,mobile,13.75,3,0
67318,20,2707.41,electronics,38.74,1,3.62,6,0.3156,2,wallet,standard,mobile,14.02,0,1
31790,37,573.32,apparel,37.41,0,3.63,9,0.0763,2,wallet,standard,mobile,5.94,1,0
